owner_id,product_category,production_volume,month
47,Category A,6283,2025-10
47,Category D,5506,2025-09
47,Category A,8494,2025-09
47,Category D,9462,2025-08
47,Category A,3072,2025-08
47,Category D,3650,2025-07
47,Category A,7552,2025-07
47,Category D,3737,2025-06
47,Category A,5183,2025-06
47,Category D,6286,2025-05
47,Category A,6524,2025-05
47,Category D,2769,2025-04
47,Category A,1145,2025-04
47,Category D,5746,2025-03
47,Category A,847,2025-03
47,Category D,6655,2025-02
47,Category A,2750,2025-02
47,Category D,2313,2025-01
47,Category A,4429,2025-01
47,Category D,7447,2024-12
47,Category A,7474,2024-12
47,Category D,5429,2024-11
47,Category A,9622,2024-11
47,Category D,1534,2024-10
47,Category A,4911,2024-10
47,Category D,11798,2024-09
47,Category A,5415,2024-09
47,Category D,4211,2024-08
47,Category A,8120,2024-08
47,Category D,4011,2024-07
47,Category A,4180,2024-07
47,Category D,9262,2024-06
47,Category A,4283,2024-06
47,Category D,1592,2024-05
47,Category A,3350,2024-05
47,Category D,851,2024-04
47,Category A,2248,2024-04
47,Category D,3088,2024-03
47,Category A,3149,2024-03
47,Category D,6934,2024-02
47,Category A,2170,2024-02
47,Category D,3207,2024-01
47,Category A,1433,2024-01
48,Category B,7794,2025-12
48,Category B,6443,2025-11
48,Category B,8783,2025-10
48,Category B,1597,2025-09
48,Category B,1383,2025-08
48,Category B,4842,2025-07
48,Category B,1448,2025-06
48,Category B,3470,2025-05
48,Category B,3657,2025-04
48,Category B,993,2025-03
48,Category B,3190,2025-02
48,Category B,1951,2025-01
48,Category B,4309,2024-12
48,Category B,9494,2024-11
48,Category B,12266,2024-10
48,Category B,2616,2024-09
48,Category B,10122,2024-08
48,Category B,6753,2024-07
48,Category B,2142,2024-06
48,Category B,4911,2024-05
48,Category B,2788,2024-04
48,Category B,4820,2024-03
48,Category B,4644,2024-02
48,Category B,6996,2024-01
49,Category B,1239,2025-12
49,Category D,4694,2025-12
49,Category A,5129,2025-12
49,Category B,10419,2025-11
49,Category D,7089,2025-11
49,Category A,2321,2025-11
49,Category B,2538,2025-10
49,Category D,3541,2025-10
49,Category A,11011,2025-10
49,Category B,4712,2025-09
49,Category D,6298,2025-09
49,Category A,2814,2025-09
49,Category B,3192,2025-08
49,Category D,10183,2025-08
49,Category A,11449,2025-08
49,Category B,5628,2025-07
49,Category D,9470,2025-07
49,Category A,2046,2025-07
49,Category B,5426,2025-06
49,Category D,7555,2025-06
49,Category A,4364,2025-06
49,Category B,3453,2025-05
49,Category D,4392,2025-05
49,Category A,5691,2025-05
49,Category B,6761,2025-04
49,Category D,6028,2025-04
49,Category A,3116,2025-04
49,Category B,3916,2025-03
49,Category D,6487,2025-03
49,Category A,6837,2025-03
49,Category B,3348,2025-02
49,Category D,3712,2025-02
49,Category A,1344,2025-02
49,Category B,3193,2025-01
49,Category D,7804,2025-01
49,Category A,4120,2025-01
49,Category B,1139,2024-12
49,Category D,6223,2024-12
49,Category A,8376,2024-12
49,Category B,5919,2024-11
49,Category D,1698,2024-11
49,Category A,6632,2024-11
49,Category B,7670,2024-10
49,Category D,5282,2024-10
49,Category A,10562,2024-10
49,Category B,2800,2024-09
49,Category D,10920,2024-09
49,Category A,1924,2024-09
49,Category B,2056,2024-08
49,Category D,8300,2024-08
49,Category A,7893,2024-08
49,Category B,10176,2024-07
49,Category D,7806,2024-07
49,Category A,8536,2024-07
49,Category B,5743,2024-06
49,Category D,1324,2024-06
49,Category A,1381,2024-06
49,Category B,1847,2024-05
49,Category D,5543,2024-05
49,Category A,2238,2024-05
49,Category B,4089,2024-04
49,Category D,1799,2024-04
49,Category A,6499,2024-04
49,Category B,3079,2024-03
49,Category D,1624,2024-03
49,Category A,3520,2024-03
49,Category B,3299,2024-02
49,Category D,6464,2024-02
49,Category A,4743,2024-02
49,Category B,1503,2024-01
49,Category D,7979,2024-01
49,Category A,3782,2024-01
50,Category C,1746,2025-12
50,Category C,6506,2025-11
50,Category C,9054,2025-10
50,Category C,12344,2025-09
50,Category C,8669,2025-08
50,Category C,8052,2025-07
50,Category C,8234,2025-06
50,Category C,2176,2025-05
50,Category C,1464,2025-04
50,Category C,4060,2025-03
50,Category C,6455,2025-02
50,Category C,6818,2025-01
50,Category C,6306,2024-12
50,Category C,3214,2024-11
50,Category C,3081,2024-10
50,Category C,3876,2024-09
50,Category C,7871,2024-08
50,Category C,6106,2024-07
50,Category C,3312,2024-06
50,Category C,6051,2024-05
50,Category C,1591,2024-04
50,Category C,3380,2024-03
50,Category C,5276,2024-02
50,Category C,3881,2024-01
51,Category A,1792,2025-12
51,Category C,5580,2025-12
51,Category A,2404,2025-11
51,Category C,9474,2025-11
51,Category A,5922,2025-10
51,Category C,3424,2025-10
51,Category A,8113,2025-09
51,Category C,6830,2025-09
51,Category A,4133,2025-08
51,Category C,1620,2025-08
51,Category A,3697,2025-07
51,Category C,7336,2025-07
51,Category A,9280,2025-06
51,Category C,8442,2025-06
51,Category A,5325,2025-05
51,Category C,904,2025-05
51,Category A,4501,2025-04
51,Category C,4564,2025-04
51,Category A,1969,2025-03
51,Category C,6234,2025-03
51,Category A,7074,2025-02
51,Category C,2846,2025-02
51,Category A,6271,2025-01
51,Category C,2234,2025-01
51,Category A,7597,2024-12
51,Category C,5341,2024-12
51,Category A,7184,2024-11
51,Category C,4893,2024-11
51,Category A,4974,2024-10
51,Category C,4687,2024-10
51,Category A,8230,2024-09
51,Category C,8134,2024-09
51,Category A,5690,2024-08
51,Category C,9007,2024-08
51,Category A,4528,2024-07
51,Category C,11196,2024-07
51,Category A,5817,2024-06
51,Category C,7627,2024-06
51,Category A,1357,2024-05
51,Category C,1349,2024-05
51,Category A,3603,2024-04
51,Category C,7362,2024-04
51,Category A,6157,2024-03
51,Category C,2110,2024-03
51,Category A,4044,2024-02
51,Category C,3341,2024-02
51,Category A,6077,2024-01
51,Category C,4727,2024-01
52,Category C,8550,2025-12
52,Category C,1816,2025-11
52,Category C,4152,2025-10
52,Category C,7082,2025-09
52,Category C,4838,2025-08
52,Category C,9808,2025-07
52,Category C,2368,2025-06
52,Category C,1913,2025-05
52,Category C,4230,2025-04
52,Category C,4964,2025-03
52,Category C,1301,2025-02
52,Category C,6894,2025-01
52,Category C,4259,2024-12
52,Category C,10962,2024-11
52,Category C,8716,2024-10
52,Category C,12780,2024-09
52,Category C,3891,2024-08
52,Category C,1624,2024-07
52,Category C,5202,2024-06
52,Category C,7920,2024-05
52,Category C,7248,2024-04
52,Category C,1554,2024-03
52,Category C,1713,2024-02
52,Category C,2767,2024-01
53,Category B,2657,2025-12
53,Category B,2416,2025-11
53,Category B,7091,2025-10
53,Category B,6542,2025-09
53,Category B,3378,2025-08
53,Category B,6500,2025-07
53,Category B,9157,2025-06
53,Category B,2949,2025-05
53,Category B,3662,2025-04
53,Category B,5546,2025-03
53,Category B,5551,2025-02
53,Category B,1182,2025-01
53,Category B,3923,2024-12
53,Category B,4011,2024-11
53,Category B,6755,2024-10
53,Category B,5188,2024-09
53,Category B,1839,2024-08
53,Category B,10498,2024-07
53,Category B,7378,2024-06
53,Category B,7683,2024-05
53,Category B,7142,2024-04
53,Category B,6582,2024-03
53,Category B,2581,2024-02
53,Category B,6973,2024-01
54,Category B,9086,2025-12
54,Category B,1658,2025-11
54,Category B,3087,2025-10
54,Category B,8127,2025-09
54,Category B,6413,2025-08
54,Category B,3145,2025-07
54,Category B,9091,2025-06
54,Category B,997,2025-05
54,Category B,3539,2025-04
54,Category B,4613,2025-03
54,Category B,1084,2025-02
54,Category B,7185,2025-01
54,Category B,8270,2024-12
54,Category B,8803,2024-11
54,Category B,11291,2024-10
54,Category B,4507,2024-09
54,Category B,3341,2024-08
54,Category B,3073,2024-07
54,Category B,7067,2024-06
54,Category B,3411,2024-05
54,Category B,6320,2024-04
54,Category B,2982,2024-03
54,Category B,4869,2024-02
54,Category B,6648,2024-01
55,Category B,7757,2025-12
55,Category B,7990,2025-11
55,Category B,7198,2025-10
55,Category B,9514,2025-09
55,Category B,11425,2025-08
55,Category B,8545,2025-07
55,Category B,3947,2025-06
55,Category B,3009,2025-05
55,Category B,4618,2025-04
55,Category B,6328,2025-03
55,Category B,6833,2025-02
55,Category B,1560,2025-01
55,Category B,5546,2024-12
55,Category B,5475,2024-11
55,Category B,2722,2024-10
55,Category B,4858,2024-09
55,Category B,4105,2024-08
55,Category B,9539,2024-07
55,Category B,5373,2024-06
55,Category B,5540,2024-05
55,Category B,3460,2024-04
55,Category B,3041,2024-03
55,Category B,1179,2024-02
55,Category B,4656,2024-01
56,Category A,9274,2025-12
56,Category C,6123,2025-12
56,Category A,11197,2025-11
56,Category C,1312,2025-11
56,Category A,6287,2025-10
56,Category C,4673,2025-10
56,Category A,5960,2025-09
56,Category C,3597,2025-09
56,Category A,6947,2025-08
56,Category C,5140,2025-08
56,Category A,6767,2025-07
56,Category C,8767,2025-07
56,Category A,4843,2025-06
56,Category C,5842,2025-06
56,Category A,6987,2025-05
56,Category C,3628,2025-05
56,Category A,2763,2025-04
56,Category C,6921,2025-04
56,Category A,6526,2025-03
56,Category C,5242,2025-03
56,Category A,3161,2025-02
56,Category C,1619,2025-02
56,Category A,6586,2025-01
56,Category C,1800,2025-01
56,Category A,7529,2024-12
56,Category C,5721,2024-12
56,Category A,9770,2024-11
56,Category C,3026,2024-11
56,Category A,12330,2024-10
56,Category C,1938,2024-10
56,Category A,7493,2024-09
56,Category C,12872,2024-09
56,Category A,10016,2024-08
56,Category C,9137,2024-08
56,Category A,9994,2024-07
56,Category C,8894,2024-07
56,Category A,4734,2024-06
56,Category C,3222,2024-06
56,Category A,1100,2024-05
56,Category C,5859,2024-05
56,Category A,4592,2024-04
56,Category C,4198,2024-04
56,Category A,6013,2024-03
56,Category C,3184,2024-03
56,Category A,1164,2024-02
56,Category C,3454,2024-02
56,Category A,5785,2024-01
56,Category C,4162,2024-01
57,Category C,3685,2025-12
57,Category D,8238,2025-12
57,Category C,6091,2025-11
57,Category D,1857,2025-11
57,Category C,6005,2025-10
57,Category D,10438,2025-10
57,Category C,8860,2025-09
57,Category D,8212,2025-09
57,Category C,3431,2025-08
57,Category D,10344,2025-08
57,Category C,4292,2025-07
57,Category D,2942,2025-07
57,Category C,7689,2025-06
57,Category D,6520,2025-06
57,Category C,2095,2025-05
57,Category D,8391,2025-05
57,Category C,6304,2025-04
57,Category D,5521,2025-04
57,Category C,2799,2025-03
57,Category D,1846,2025-03
57,Category C,3421,2025-02
57,Category D,4398,2025-02
57,Category C,4303,2025-01
57,Category D,5432,2025-01
57,Category C,4768,2024-12
57,Category D,3955,2024-12
57,Category C,5388,2024-11
57,Category D,7629,2024-11
57,Category C,9563,2024-10
57,Category D,1799,2024-10
57,Category C,2142,2024-09
57,Category D,7536,2024-09
57,Category C,4210,2024-08
57,Category D,5931,2024-08
57,Category C,2451,2024-07
57,Category D,9209,2024-07
57,Category C,2454,2024-06
57,Category D,3994,2024-06
57,Category C,3786,2024-05
57,Category D,4297,2024-05
57,Category C,1205,2024-04
57,Category D,2358,2024-04
57,Category C,4262,2024-03
57,Category D,1292,2024-03
57,Category C,2552,2024-02
57,Category D,4798,2024-02
57,Category C,6992,2024-01
57,Category D,4788,2024-01
58,Category D,8573,2025-12
58,Category A,8587,2025-12
58,Category C,8288,2025-12
58,Category D,3638,2025-11
58,Category A,1428,2025-11
58,Category C,7023,2025-11
58,Category D,3923,2025-10
58,Category A,11646,2025-10
58,Category C,3598,2025-10
58,Category D,2525,2025-09
58,Category A,11490,2025-09
58,Category C,4686,2025-09
58,Category D,2489,2025-08
58,Category A,8515,2025-08
58,Category C,6824,2025-08
58,Category D,10133,2025-07
58,Category A,7517,2025-07
58,Category C,4249,2025-07
58,Category D,2975,2025-06
58,Category A,5033,2025-06
58,Category C,9137,2025-06
58,Category D,4584,2025-05
58,Category A,4302,2025-05
58,Category C,1413,2025-05
58,Category D,6356,2025-04
58,Category A,1447,2025-04
58,Category C,1262,2025-04
58,Category D,1728,2025-03
58,Category A,4717,2025-03
58,Category C,6474,2025-03
58,Category D,5604,2025-02
58,Category A,2336,2025-02
58,Category C,6270,2025-02
58,Category D,7474,2025-01
58,Category A,7578,2025-01
58,Category C,1546,2025-01
58,Category D,1870,2024-12
58,Category A,9757,2024-12
58,Category C,1256,2024-12
58,Category D,4581,2024-11
58,Category A,9980,2024-11
58,Category C,3602,2024-11
58,Category D,5594,2024-10
58,Category A,4672,2024-10
58,Category C,9600,2024-10
58,Category D,11094,2024-09
58,Category A,2042,2024-09
58,Category C,7805,2024-09
58,Category D,10126,2024-08
58,Category A,6374,2024-08
58,Category C,10031,2024-08
58,Category D,9308,2024-07
58,Category A,1444,2024-07
58,Category C,7531,2024-07
58,Category D,1414,2024-06
58,Category A,3452,2024-06
58,Category C,8504,2024-06
58,Category D,6872,2024-05
58,Category A,7902,2024-05
58,Category C,4783,2024-05
58,Category D,4092,2024-04
58,Category A,2557,2024-04
58,Category C,5603,2024-04
58,Category D,5163,2024-03
58,Category A,5715,2024-03
58,Category C,5362,2024-03
58,Category D,5537,2024-02
58,Category A,2175,2024-02
58,Category C,1994,2024-02
58,Category D,8243,2024-01
58,Category A,4934,2024-01
58,Category C,4810,2024-01
59,Category B,6232,2025-12
59,Category B,8048,2025-11
59,Category B,8023,2025-10
59,Category B,11668,2025-09
59,Category B,3820,2025-08
59,Category B,4202,2025-07
59,Category B,5752,2025-06
59,Category B,6606,2025-05
59,Category B,6264,2025-04
59,Category B,2734,2025-03
59,Category B,5319,2025-02
59,Category B,6975,2025-01
59,Category B,4738,2024-12
59,Category B,4571,2024-11
59,Category B,7589,2024-10
59,Category B,7160,2024-09
59,Category B,11861,2024-08
59,Category B,1758,2024-07
59,Category B,3343,2024-06
59,Category B,3916,2024-05
59,Category B,5770,2024-04
59,Category B,4387,2024-03
59,Category B,2142,2024-02
59,Category B,5664,2024-01
60,Category B,6119,2025-12
60,Category B,6268,2025-11
60,Category B,3776,2025-10
60,Category B,4143,2025-09
60,Category B,5158,2025-08
60,Category B,5901,2025-07
60,Category B,4248,2025-06
60,Category B,6675,2025-05
60,Category B,6450,2025-04
60,Category B,5800,2025-03
60,Category B,3616,2025-02
60,Category B,1810,2025-01
60,Category B,5820,2024-12
60,Category B,5874,2024-11
60,Category B,7503,2024-10
60,Category B,9620,2024-09
60,Category B,4991,2024-08
60,Category B,11307,2024-07
60,Category B,5509,2024-06
60,Category B,5981,2024-05
60,Category B,6990,2024-04
60,Category B,6959,2024-03
60,Category B,3727,2024-02
60,Category B,7600,2024-01
61,Category D,8201,2025-12
61,Category A,4103,2025-12
61,Category D,3340,2025-11
61,Category A,10912,2025-11
61,Category D,6244,2025-10
61,Category A,9197,2025-10
61,Category D,8859,2025-09
61,Category A,1976,2025-09
61,Category D,9451,2025-08
61,Category A,4746,2025-08
61,Category D,9839,2025-07
61,Category A,6758,2025-07
61,Category D,4159,2025-06
61,Category A,7136,2025-06
61,Category D,5426,2025-05
61,Category A,6452,2025-05
61,Category D,2294,2025-04
61,Category A,5376,2025-04
61,Category D,6097,2025-03
61,Category A,4758,2025-03
61,Category D,7142,2025-02
61,Category A,3910,2025-02
61,Category D,6069,2025-01
61,Category A,7757,2025-01
61,Category D,1644,2024-12
61,Category A,2554,2024-12
61,Category D,11036,2024-11
61,Category A,4177,2024-11
61,Category D,10854,2024-10
61,Category A,10104,2024-10
61,Category D,5198,2024-09
61,Category A,12057,2024-09
61,Category D,9378,2024-08
61,Category A,2074,2024-08
61,Category D,8522,2024-07
61,Category A,5260,2024-07
61,Category D,8453,2024-06
61,Category A,3360,2024-06
61,Category D,6076,2024-05
61,Category A,7737,2024-05
61,Category D,5780,2024-04
61,Category A,6598,2024-04
61,Category D,4771,2024-03
61,Category A,4220,2024-03
61,Category D,4427,2024-02
61,Category A,3937,2024-02
61,Category D,1621,2024-01
61,Category A,6284,2024-01
62,Category B,1062,2025-12
62,Category B,3782,2025-11
62,Category B,10630,2025-10
62,Category B,2801,2025-09
62,Category B,8064,2025-08
62,Category B,5804,2025-07
62,Category B,4055,2025-06
62,Category B,5785,2025-05
62,Category B,5390,2025-04
62,Category B,5908,2025-03
62,Category B,6421,2025-02
62,Category B,6401,2025-01
62,Category B,9610,2024-12
62,Category B,1716,2024-11
62,Category B,6374,2024-10
62,Category B,4668,2024-09
62,Category B,8816,2024-08
62,Category B,8133,2024-07
62,Category B,6888,2024-06
62,Category B,1207,2024-05
62,Category B,6137,2024-04
62,Category B,2352,2024-03
62,Category B,5907,2024-02
62,Category B,3275,2024-01
63,Category C,2151,2025-12
63,Category A,8367,2025-12
63,Category D,2772,2025-12
63,Category C,7978,2025-11
63,Category A,7473,2025-11
63,Category D,4227,2025-11
63,Category C,11646,2025-10
63,Category A,7757,2025-10
63,Category D,4193,2025-10
63,Category C,7485,2025-09
63,Category A,1422,2025-09
63,Category D,4063,2025-09
63,Category C,5136,2025-08
63,Category A,4094,2025-08
63,Category D,2297,2025-08
63,Category C,7014,2025-07
63,Category A,8589,2025-07
63,Category D,1662,2025-07
63,Category C,9126,2025-06
63,Category A,4526,2025-06
63,Category D,3177,2025-06
63,Category C,4539,2025-05
63,Category A,1549,2025-05
63,Category D,3958,2025-05
63,Category C,2384,2025-04
63,Category A,2121,2025-04
63,Category D,5441,2025-04
63,Category C,3040,2025-03
63,Category A,1403,2025-03
63,Category D,1531,2025-03
63,Category C,2720,2025-02
63,Category A,1900,2025-02
63,Category D,7392,2025-02
63,Category C,4302,2025-01
63,Category A,5320,2025-01
63,Category D,5751,2025-01
63,Category C,4972,2024-12
63,Category A,3036,2024-12
63,Category D,3394,2024-12
63,Category C,10275,2024-11
63,Category A,3307,2024-11
63,Category D,2956,2024-11
63,Category C,6515,2024-10
63,Category A,12572,2024-10
63,Category D,10172,2024-10
63,Category C,4784,2024-09
63,Category A,11161,2024-09
63,Category D,6555,2024-09
63,Category C,8333,2024-08
63,Category A,9585,2024-08
63,Category D,9097,2024-08
63,Category C,2208,2024-07
63,Category A,1192,2024-07
63,Category D,11122,2024-07
63,Category C,5628,2024-06
63,Category A,7205,2024-06
63,Category D,9097,2024-06
63,Category C,6434,2024-05
63,Category A,6234,2024-05
63,Category D,7685,2024-05
63,Category C,3952,2024-04
63,Category A,3732,2024-04
63,Category D,4059,2024-04
63,Category C,6910,2024-03
63,Category A,3049,2024-03
63,Category D,5098,2024-03
63,Category C,5663,2024-02
63,Category A,5614,2024-02
63,Category D,3405,2024-02
63,Category C,3552,2024-01
63,Category A,7032,2024-01
63,Category D,3422,2024-01
64,Category C,8916,2025-12
64,Category C,1629,2025-11
64,Category C,4614,2025-10
64,Category C,11325,2025-09
64,Category C,9475,2025-08
64,Category C,8213,2025-07
64,Category C,1107,2025-06
64,Category C,3194,2025-05
64,Category C,7080,2025-04
64,Category C,1375,2025-03
64,Category C,4851,2025-02
64,Category C,2578,2025-01
64,Category C,8390,2024-12
64,Category C,1453,2024-11
64,Category C,5806,2024-10
64,Category C,8327,2024-09
64,Category C,10903,2024-08
64,Category C,3625,2024-07
64,Category C,3325,2024-06
64,Category C,3295,2024-05
64,Category C,5229,2024-04
64,Category C,3880,2024-03
64,Category C,5319,2024-02
64,Category C,3909,2024-01
65,Category A,4685,2025-12
65,Category C,3594,2025-12
65,Category A,6875,2025-11
65,Category C,7346,2025-11
65,Category A,2066,2025-10
65,Category C,6189,2025-10
65,Category A,5101,2025-09
65,Category C,6241,2025-09
65,Category A,11725,2025-08
65,Category C,2003,2025-08
65,Category A,10147,2025-07
65,Category C,8766,2025-07
65,Category A,5695,2025-06
65,Category C,9469,2025-06
65,Category A,1427,2025-05
65,Category C,4192,2025-05
65,Category A,5308,2025-04
65,Category C,3555,2025-04
65,Category A,6344,2025-03
65,Category C,3025,2025-03
65,Category A,5611,2025-02
65,Category C,1714,2025-02
65,Category A,2582,2025-01
65,Category C,4682,2025-01
65,Category A,6166,2024-12
65,Category C,6912,2024-12
65,Category A,7957,2024-11
65,Category C,9080,2024-11
65,Category A,11257,2024-10
65,Category C,8647,2024-10
65,Category A,10554,2024-09
65,Category C,9226,2024-09
65,Category A,9675,2024-08
65,Category C,5628,2024-08
65,Category A,5592,2024-07
65,Category C,1546,2024-07
65,Category A,4056,2024-06
65,Category C,1796,2024-06
65,Category A,2526,2024-05
65,Category C,8005,2024-05
65,Category A,5191,2024-04
65,Category C,5495,2024-04
65,Category A,6543,2024-03
65,Category C,5251,2024-03
65,Category A,5678,2024-02
65,Category C,2630,2024-02
65,Category A,3572,2024-01
65,Category C,7555,2024-01
66,Category A,9610,2025-12
66,Category C,2388,2025-12
66,Category A,7086,2025-11
66,Category C,3035,2025-11
66,Category A,2898,2025-10
66,Category C,9357,2025-10
66,Category A,4544,2025-09
66,Category C,11846,2025-09
66,Category A,9041,2025-08
66,Category C,4890,2025-08
66,Category A,2236,2025-07
66,Category C,1215,2025-07
66,Category A,4253,2025-06
66,Category C,2703,2025-06
66,Category A,7487,2025-05
66,Category C,8185,2025-05
66,Category A,4777,2025-04
66,Category C,1225,2025-04
66,Category A,730,2025-03
66,Category C,1325,2025-03
66,Category A,4498,2025-02
66,Category C,2269,2025-02
66,Category A,3388,2025-01
66,Category C,6633,2025-01
66,Category A,2453,2024-12
66,Category C,1702,2024-12
66,Category A,5329,2024-11
66,Category C,8235,2024-11
66,Category A,1495,2024-10
66,Category C,11342,2024-10
66,Category A,7870,2024-09
66,Category C,6383,2024-09
66,Category A,8663,2024-08
66,Category C,5820,2024-08
66,Category A,6902,2024-07
66,Category C,1796,2024-07
66,Category A,9642,2024-06
66,Category C,8455,2024-06
66,Category A,5519,2024-05
66,Category C,6142,2024-05
66,Category A,4590,2024-04
66,Category C,3234,2024-04
66,Category A,2280,2024-03
66,Category C,2241,2024-03
66,Category A,5517,2024-02
66,Category C,1888,2024-02
66,Category A,3817,2024-01
66,Category C,3862,2024-01
67,Category D,1811,2025-12
67,Category D,1845,2025-11
67,Category D,11344,2025-10
67,Category D,4725,2025-09
67,Category D,11432,2025-08
67,Category D,7334,2025-07
67,Category D,7302,2025-06
67,Category D,1779,2025-05
67,Category D,3601,2025-04
67,Category D,2359,2025-03
67,Category D,2886,2025-02
67,Category D,1147,2025-01
67,Category D,1242,2024-12
67,Category D,11401,2024-11
67,Category D,10417,2024-10
67,Category D,3088,2024-09
67,Category D,6964,2024-08
67,Category D,5058,2024-07
67,Category D,2012,2024-06
67,Category D,2603,2024-05
67,Category D,5074,2024-04
67,Category D,1512,2024-03
67,Category D,4339,2024-02
67,Category D,5691,2024-01
68,Category A,3127,2025-12
68,Category C,6773,2025-12
68,Category A,10569,2025-11
68,Category C,7442,2025-11
68,Category A,5447,2025-10
68,Category C,8342,2025-10
68,Category A,8175,2025-09
68,Category C,9747,2025-09
68,Category A,4704,2025-08
68,Category C,4855,2025-08
68,Category A,10566,2025-07
68,Category C,2406,2025-07
68,Category A,8025,2025-06
68,Category C,7958,2025-06
68,Category A,6728,2025-05
68,Category C,1264,2025-05
68,Category A,7269,2025-04
68,Category C,6287,2025-04
68,Category A,2433,2025-03
68,Category C,5725,2025-03
68,Category A,1259,2025-02
68,Category C,7062,2025-02
68,Category A,2482,2025-01
68,Category C,3615,2025-01
68,Category A,4311,2024-12
68,Category C,6811,2024-12
68,Category A,6775,2024-11
68,Category C,3673,2024-11
68,Category A,9776,2024-10
68,Category C,12207,2024-10
68,Category A,10842,2024-09
68,Category C,12014,2024-09
68,Category A,11970,2024-08
68,Category C,5797,2024-08
68,Category A,3992,2024-07
68,Category C,2281,2024-07
68,Category A,7089,2024-06
68,Category C,7434,2024-06
68,Category A,4109,2024-05
68,Category C,2888,2024-05
68,Category A,5709,2024-04
68,Category C,6571,2024-04
68,Category A,1984,2024-03
68,Category C,1264,2024-03
68,Category A,2102,2024-02
68,Category C,856,2024-02
68,Category A,1187,2024-01
68,Category C,6220,2024-01
69,Category D,6208,2025-12
69,Category D,7662,2025-11
69,Category D,2153,2025-10
69,Category D,7614,2025-09
69,Category D,8077,2025-08
69,Category D,8491,2025-07
69,Category D,7186,2025-06
69,Category D,8110,2025-05
69,Category D,2506,2025-04
69,Category D,6017,2025-03
69,Category D,5259,2025-02
69,Category D,4125,2025-01
69,Category D,9260,2024-12
69,Category D,9770,2024-11
69,Category D,8310,2024-10
69,Category D,8136,2024-09
69,Category D,12192,2024-08
69,Category D,3778,2024-07
69,Category D,2024,2024-06
69,Category D,2914,2024-05
69,Category D,1880,2024-04
69,Category D,4085,2024-03
69,Category D,6694,2024-02
69,Category D,5927,2024-01
70,Category C,1752,2025-12
70,Category C,8138,2025-11
70,Category C,7619,2025-10
70,Category C,11351,2025-09
70,Category C,8380,2025-08
70,Category C,1415,2025-07
70,Category C,6658,2025-06
70,Category C,4439,2025-05
70,Category C,3146,2025-04
70,Category C,5413,2025-03
70,Category C,7045,2025-02
70,Category C,2894,2025-01
70,Category C,4608,2024-12
70,Category C,7247,2024-11
70,Category C,2090,2024-10
70,Category C,8443,2024-09
70,Category C,9549,2024-08
70,Category C,5069,2024-07
70,Category C,3442,2024-06
70,Category C,5180,2024-05
70,Category C,3639,2024-04
70,Category C,4294,2024-03
70,Category C,2937,2024-02
70,Category C,2285,2024-01
71,Category B,2070,2025-12
71,Category B,5300,2025-11
71,Category B,8630,2025-10
71,Category B,5059,2025-09
71,Category B,4075,2025-08
71,Category B,3529,2025-07
71,Category B,6196,2025-06
71,Category B,3547,2025-05
71,Category B,5350,2025-04
71,Category B,863,2025-03
71,Category B,4954,2025-02
71,Category B,5881,2025-01
71,Category B,5599,2024-12
71,Category B,9952,2024-11
71,Category B,9962,2024-10
71,Category B,7316,2024-09
71,Category B,3832,2024-08
71,Category B,8986,2024-07
71,Category B,1874,2024-06
71,Category B,4879,2024-05
71,Category B,6968,2024-04
71,Category B,4303,2024-03
71,Category B,2842,2024-02
71,Category B,2491,2024-01
72,Category D,1683,2025-12
72,Category D,9761,2025-11
72,Category D,2551,2025-10
72,Category D,12546,2025-09
72,Category D,11417,2025-08
72,Category D,1282,2025-07
72,Category D,9996,2025-06
72,Category D,4152,2025-05
72,Category D,5330,2025-04
72,Category D,5413,2025-03
72,Category D,5694,2025-02
72,Category D,3521,2025-01
72,Category D,4164,2024-12
72,Category D,5064,2024-11
72,Category D,2587,2024-10
72,Category D,8343,2024-09
72,Category D,12110,2024-08
72,Category D,6359,2024-07
72,Category D,8101,2024-06
72,Category D,5985,2024-05
72,Category D,6491,2024-04
72,Category D,6715,2024-03
72,Category D,2920,2024-02
72,Category D,6251,2024-01
73,Category A,9022,2025-12
73,Category B,5339,2025-12
73,Category A,3970,2025-11
73,Category B,7598,2025-11
73,Category A,4401,2025-10
73,Category B,2583,2025-10
73,Category A,12795,2025-09
73,Category B,9683,2025-09
73,Category A,10244,2025-08
73,Category B,7153,2025-08
73,Category A,3892,2025-07
73,Category B,1865,2025-07
73,Category A,3048,2025-06
73,Category B,1736,2025-06
73,Category A,2061,2025-05
73,Category B,6310,2025-05
73,Category A,1570,2025-04
73,Category B,2056,2025-04
73,Category A,2741,2025-03
73,Category B,2141,2025-03
73,Category A,2239,2025-02
73,Category B,4220,2025-02
73,Category A,2415,2025-01
73,Category B,4975,2025-01
73,Category A,2600,2024-12
73,Category B,8709,2024-12
73,Category A,1535,2024-11
73,Category B,7289,2024-11
73,Category A,1497,2024-10
73,Category B,7722,2024-10
73,Category A,7631,2024-09
73,Category B,5028,2024-09
73,Category A,5106,2024-08
73,Category B,1777,2024-08
73,Category A,9380,2024-07
73,Category B,4481,2024-07
73,Category A,6830,2024-06
73,Category B,5791,2024-06
73,Category A,3199,2024-05
73,Category B,4398,2024-05
73,Category A,2315,2024-04
73,Category B,6002,2024-04
73,Category A,4471,2024-03
73,Category B,5269,2024-03
