purchase_id,owner_id,material_id,quantity,date
2632,4,55,1785,2024-12-25 18:09:39.734305
2633,13,128,2994,2024-12-25 18:09:39.734305
2634,30,11,7237,2024-12-25 18:09:39.734305
2635,4,133,4384,2024-12-25 18:09:39.734305
2636,68,153,5377,2024-12-25 18:09:39.734305
2637,86,158,2915,2024-12-26 18:09:39.734305
2638,99,134,2951,2024-12-26 18:09:39.734305
2639,74,102,7792,2024-12-26 18:09:39.734305
2640,38,191,2036,2024-12-26 18:09:39.734305
2641,17,161,8476,2024-12-26 18:09:39.734305
2642,63,19,274,2024-12-27 18:09:39.734305
2643,50,91,1085,2024-12-27 18:09:39.734305
2644,2,59,2770,2024-12-27 18:09:39.734305
2645,27,37,6649,2024-12-27 18:09:39.734305
2646,57,127,4357,2024-12-27 18:09:39.734305
2647,60,153,5648,2024-12-27 18:09:39.734305
2648,21,102,9461,2024-12-27 18:09:39.734305
2649,19,192,5262,2024-12-27 18:09:39.734305
2650,81,96,3874,2024-12-27 18:09:39.734305
2651,58,142,6234,2024-12-27 18:09:39.734305
2652,84,172,2346,2024-12-27 18:09:39.734305
2653,98,82,5380,2024-12-27 18:09:39.734305
2654,61,126,9195,2024-12-27 18:09:39.734305
2655,65,170,702,2024-12-28 18:09:39.734305
2656,71,115,7476,2024-12-28 18:09:39.734305
2657,81,87,9241,2024-12-28 18:09:39.734305
2658,85,152,547,2024-12-28 18:09:39.734305
2659,87,148,5627,2024-12-29 18:09:39.734305
2660,71,136,8724,2024-12-29 18:09:39.734305
2661,20,15,2863,2024-12-29 18:09:39.734305
2662,3,42,3813,2024-12-29 18:09:39.734305
2663,65,8,6743,2024-12-29 18:09:39.734305
2664,27,135,5904,2024-12-30 18:09:39.734305
2665,21,147,1318,2024-12-30 18:09:39.734305
2666,52,110,4980,2024-12-30 18:09:39.734305
2667,64,97,7208,2024-12-30 18:09:39.734305
2668,84,151,4804,2024-12-30 18:09:39.734305
2669,23,104,2812,2024-12-30 18:09:39.734305
2670,23,138,8035,2024-12-30 18:09:39.734305
2671,6,9,2653,2024-12-31 18:09:39.734305
2672,85,104,5762,2024-12-31 18:09:39.734305
2673,4,62,6309,2024-12-31 18:09:39.734305
2674,92,152,7202,2024-12-31 18:09:39.734305
2675,7,139,9865,2025-01-01 18:09:39.734305
2676,38,15,1154,2025-01-01 18:09:39.734305
2677,28,192,3319,2025-01-01 18:09:39.734305
2678,75,115,2239,2025-01-01 18:09:39.734305
2679,79,200,4637,2025-01-01 18:09:39.734305
2680,88,2,4500,2025-01-01 18:09:39.734305
2681,1,63,5696,2025-01-01 18:09:39.734305
2682,78,131,2465,2025-01-02 18:09:39.734305
2683,95,174,7438,2025-01-02 18:09:39.734305
2684,76,131,9007,2025-01-02 18:09:39.734305
2685,29,7,5101,2025-01-02 18:09:39.734305
2686,12,187,1074,2025-01-02 18:09:39.734305
2687,39,5,6242,2025-01-02 18:09:39.734305
2688,23,131,799,2025-01-02 18:09:39.734305
2689,79,31,2178,2025-01-03 18:09:39.734305
2690,23,97,2131,2025-01-03 18:09:39.734305
2691,3,186,7756,2025-01-03 18:09:39.734305
2692,55,142,8307,2025-01-03 18:09:39.734305
2693,72,149,1785,2025-01-03 18:09:39.734305
2694,26,144,6450,2025-01-03 18:09:39.734305
2695,5,199,3092,2025-01-04 18:09:39.734305
2696,51,29,5327,2025-01-04 18:09:39.734305
2697,48,87,6154,2025-01-04 18:09:39.734305
2698,77,157,6544,2025-01-04 18:09:39.734305
2699,45,56,8173,2025-01-04 18:09:39.734305
2700,1,164,6097,2025-01-04 18:09:39.734305
2701,64,142,3127,2025-01-05 18:09:39.734305
2702,33,87,4510,2025-01-05 18:09:39.734305
2703,39,188,4333,2025-01-05 18:09:39.734305
2704,10,119,2615,2025-01-05 18:09:39.734305
2705,14,107,1219,2025-01-05 18:09:39.734305
2706,26,5,2710,2025-01-06 18:09:39.734305
2707,48,123,8725,2025-01-06 18:09:39.734305
2708,15,143,3673,2025-01-06 18:09:39.734305
2709,15,98,4486,2025-01-06 18:09:39.734305
2710,51,137,1052,2025-01-06 18:09:39.734305
2711,37,123,9284,2025-01-06 18:09:39.734305
2712,25,52,9415,2025-01-06 18:09:39.734305
2713,93,142,4872,2025-01-06 18:09:39.734305
2714,18,182,921,2025-01-06 18:09:39.734305
2715,45,124,1405,2025-01-06 18:09:39.734305
2716,51,126,9536,2025-01-07 18:09:39.734305
2717,67,2,3914,2025-01-07 18:09:39.734305
2718,34,115,4287,2025-01-07 18:09:39.734305
2719,97,121,8729,2025-01-07 18:09:39.734305
2720,34,151,618,2025-01-07 18:09:39.734305
2721,39,176,1064,2025-01-07 18:09:39.734305
2722,53,81,1617,2025-01-07 18:09:39.734305
2723,85,95,2576,2025-01-07 18:09:39.734305
2724,38,169,6761,2025-01-07 18:09:39.734305
2725,24,128,263,2025-01-08 18:09:39.734305
2726,85,141,2010,2025-01-08 18:09:39.734305
2727,25,180,586,2025-01-08 18:09:39.734305
2728,88,23,3818,2025-01-08 18:09:39.734305
2729,1,145,1202,2025-01-08 18:09:39.734305
2730,38,140,7826,2025-01-08 18:09:39.734305
2731,34,89,7492,2025-01-08 18:09:39.734305
2732,90,134,9646,2025-01-09 18:09:39.734305
2733,93,46,6004,2025-01-09 18:09:39.734305
2734,91,158,7692,2025-01-09 18:09:39.734305
2735,55,137,869,2025-01-09 18:09:39.734305
2736,37,147,8644,2025-01-09 18:09:39.734305
2737,19,157,3894,2025-01-10 18:09:39.734305
2738,60,105,2447,2025-01-10 18:09:39.734305
2739,76,117,7691,2025-01-10 18:09:39.734305
2740,48,130,6741,2025-01-10 18:09:39.734305
2741,91,155,5127,2025-01-10 18:09:39.734305
2742,33,144,2809,2025-01-11 18:09:39.734305
2743,78,88,7294,2025-01-11 18:09:39.734305
2744,7,44,9441,2025-01-11 18:09:39.734305
2745,74,130,5304,2025-01-11 18:09:39.734305
2746,72,140,1879,2025-01-11 18:09:39.734305
2747,100,9,8318,2025-01-12 18:09:39.734305
2748,66,39,7264,2025-01-12 18:09:39.734305
2749,97,134,5588,2025-01-12 18:09:39.734305
2750,33,149,8107,2025-01-12 18:09:39.734305
2751,97,5,796,2025-01-12 18:09:39.734305
2752,50,158,477,2025-01-12 18:09:39.734305
2753,9,143,935,2025-01-13 18:09:39.734305
2754,87,132,3564,2025-01-13 18:09:39.734305
2755,48,119,9906,2025-01-13 18:09:39.734305
2756,20,196,5114,2025-01-13 18:09:39.734305
2757,76,148,2614,2025-01-13 18:09:39.734305
2758,39,169,2999,2025-01-13 18:09:39.734305
2759,82,59,9367,2025-01-13 18:09:39.734305
2760,42,158,8153,2025-01-13 18:09:39.734305
2761,97,136,2847,2025-01-14 18:09:39.734305
2762,61,100,8023,2025-01-14 18:09:39.734305
2763,39,158,4420,2025-01-14 18:09:39.734305
2764,96,103,1106,2025-01-14 18:09:39.734305
2765,48,100,2699,2025-01-14 18:09:39.734305
2766,5,37,3178,2025-01-14 18:09:39.734305
2767,63,16,4135,2025-01-15 18:09:39.734305
2768,72,29,8368,2025-01-15 18:09:39.734305
2769,47,47,9577,2025-01-15 18:09:39.734305
2770,90,132,5067,2025-01-15 18:09:39.734305
2771,76,158,8347,2025-01-15 18:09:39.734305
2772,36,110,8588,2025-01-16 18:09:39.734305
2773,27,144,4610,2025-01-16 18:09:39.734305
2774,57,94,7761,2025-01-16 18:09:39.734305
2775,43,143,7225,2025-01-16 18:09:39.734305
2776,34,119,6657,2025-01-16 18:09:39.734305
2777,84,133,3181,2025-01-17 18:09:39.734305
2778,61,134,7701,2025-01-17 18:09:39.734305
2779,22,1,2014,2025-01-17 18:09:39.734305
2780,12,160,767,2025-01-17 18:09:39.734305
2781,96,119,5742,2025-01-17 18:09:39.734305
2782,17,188,4259,2025-01-17 18:09:39.734305
2783,66,165,6829,2025-01-17 18:09:39.734305
2784,99,142,6559,2025-01-17 18:09:39.734305
2785,29,7,1518,2025-01-17 18:09:39.734305
2786,36,150,236,2025-01-17 18:09:39.734305
2787,30,139,8637,2025-01-17 18:09:39.734305
2788,90,9,4705,2025-01-18 18:09:39.734305
2789,31,133,5971,2025-01-18 18:09:39.734305
2790,41,141,3216,2025-01-18 18:09:39.734305
2791,24,129,6183,2025-01-18 18:09:39.734305
2792,68,135,3486,2025-01-18 18:09:39.734305
2793,23,125,8860,2025-01-18 18:09:39.734305
2794,11,19,9226,2025-01-18 18:09:39.734305
2795,74,83,1612,2025-01-18 18:09:39.734305
2796,6,134,6380,2025-01-18 18:09:39.734305
2797,83,161,3858,2025-01-18 18:09:39.734305
2798,61,104,8416,2025-01-18 18:09:39.734305
2799,33,138,9758,2025-01-18 18:09:39.734305
2800,41,127,4592,2025-01-18 18:09:39.734305
2801,96,158,4970,2025-01-18 18:09:39.734305
2802,85,123,7740,2025-01-19 18:09:39.734305
2803,98,148,7988,2025-01-19 18:09:39.734305
2804,16,27,7949,2025-01-19 18:09:39.734305
2805,76,92,757,2025-01-19 18:09:39.734305
2806,59,80,6136,2025-01-19 18:09:39.734305
2807,51,149,2688,2025-01-19 18:09:39.734305
2808,57,97,8778,2025-01-19 18:09:39.734305
2809,27,3,1661,2025-01-19 18:09:39.734305
2810,1,164,7181,2025-01-20 18:09:39.734305
2811,16,122,6699,2025-01-20 18:09:39.734305
2812,47,186,4333,2025-01-20 18:09:39.734305
2813,84,155,5011,2025-01-20 18:09:39.734305
2814,3,180,9600,2025-01-20 18:09:39.734305
2815,85,94,8908,2025-01-20 18:09:39.734305
2816,43,56,9400,2025-01-20 18:09:39.734305
2817,71,121,5744,2025-01-20 18:09:39.734305
2818,73,90,1806,2025-01-20 18:09:39.734305
2819,71,110,6794,2025-01-20 18:09:39.734305
2820,88,3,1411,2025-01-20 18:09:39.734305
2821,16,150,2866,2025-01-20 18:09:39.734305
2822,91,179,281,2025-01-20 18:09:39.734305
2823,79,177,6681,2025-01-20 18:09:39.734305
2824,53,105,7022,2025-01-20 18:09:39.734305
2825,62,146,8272,2025-01-21 18:09:39.734305
2826,83,30,275,2025-01-21 18:09:39.734305
2827,83,200,1828,2025-01-21 18:09:39.734305
2828,12,189,7389,2025-01-22 18:09:39.734305
2829,74,119,772,2025-01-22 18:09:39.734305
2830,62,112,3664,2025-01-22 18:09:39.734305
2831,97,149,6014,2025-01-22 18:09:39.734305
2832,77,135,1303,2025-01-22 18:09:39.734305
2833,82,121,618,2025-01-22 18:09:39.734305
2834,52,144,1321,2025-01-22 18:09:39.734305
2835,12,135,5365,2025-01-22 18:09:39.734305
2836,1,200,5352,2025-01-22 18:09:39.734305
2837,54,64,5197,2025-01-23 18:09:39.734305
2838,53,119,1170,2025-01-23 18:09:39.734305
2839,30,129,3725,2025-01-23 18:09:39.734305
2840,22,142,698,2025-01-23 18:09:39.734305
2841,93,136,4337,2025-01-24 18:09:39.734305
2842,52,145,332,2025-01-24 18:09:39.734305
2843,10,125,4375,2025-01-24 18:09:39.734305
2844,61,144,8917,2025-01-24 18:09:39.734305
2845,47,72,5619,2025-01-24 18:09:39.734305
2846,71,147,125,2025-01-24 18:09:39.734305
2847,50,144,9611,2025-01-24 18:09:39.734305
2848,27,5,5142,2025-01-24 18:09:39.734305
2849,68,124,5036,2025-01-25 18:09:39.734305
2850,88,30,4689,2025-01-25 18:09:39.734305
2851,20,17,4643,2025-01-25 18:09:39.734305
2852,22,14,6924,2025-01-25 18:09:39.734305
2853,53,89,9081,2025-01-25 18:09:39.734305
2854,59,193,4088,2025-01-25 18:09:39.734305
2855,98,125,1576,2025-01-26 18:09:39.734305
2856,72,129,2518,2025-01-26 18:09:39.734305
2857,66,185,5485,2025-01-26 18:09:39.734305
2858,86,83,605,2025-01-26 18:09:39.734305
2859,16,140,4892,2025-01-27 18:09:39.734305
2860,95,65,6827,2025-01-27 18:09:39.734305
2861,100,14,8852,2025-01-27 18:09:39.734305
2862,87,69,7214,2025-01-27 18:09:39.734305
2863,86,107,6222,2025-01-28 18:09:39.734305
2864,44,151,1542,2025-01-28 18:09:39.734305
2865,12,171,1054,2025-01-28 18:09:39.734305
2866,93,53,6225,2025-01-28 18:09:39.734305
2867,95,128,8994,2025-01-28 18:09:39.734305
2868,73,106,1466,2025-01-28 18:09:39.734305
2869,14,81,5165,2025-01-28 18:09:39.734305
2870,46,179,275,2025-01-29 18:09:39.734305
2871,53,95,558,2025-01-29 18:09:39.734305
2872,95,122,6668,2025-01-29 18:09:39.734305
2873,21,103,9141,2025-01-29 18:09:39.734305
2874,87,57,3272,2025-01-29 18:09:39.734305
2875,52,104,4491,2025-01-30 18:09:39.734305
2876,83,144,6083,2025-01-30 18:09:39.734305
2877,94,132,3869,2025-01-30 18:09:39.734305
2878,4,127,5851,2025-01-30 18:09:39.734305
2879,100,138,5900,2025-01-30 18:09:39.734305
2880,50,128,1198,2025-01-30 18:09:39.734305
2881,18,145,734,2025-01-30 18:09:39.734305
2882,36,112,4681,2025-01-31 18:09:39.734305
2883,29,179,1428,2025-01-31 18:09:39.734305
2884,4,46,4929,2025-01-31 18:09:39.734305
2885,18,58,9690,2025-01-31 18:09:39.734305
2886,12,180,9074,2025-01-31 18:09:39.734305
2887,73,128,545,2025-02-01 18:09:39.734305
2888,87,61,730,2025-02-01 18:09:39.734305
2889,100,132,283,2025-02-01 18:09:39.734305
2890,98,118,9125,2025-02-01 18:09:39.734305
2891,3,77,9244,2025-02-01 18:09:39.734305
2892,29,140,4051,2025-02-01 18:09:39.734305
2893,15,81,3347,2025-02-01 18:09:39.734305
2894,31,144,616,2025-02-01 18:09:39.734305
2895,33,92,2102,2025-02-01 18:09:39.734305
2896,91,154,3963,2025-02-02 18:09:39.734305
2897,47,131,4803,2025-02-02 18:09:39.734305
2898,54,52,1103,2025-02-02 18:09:39.734305
2899,2,163,2513,2025-02-02 18:09:39.734305
2900,50,152,3912,2025-02-03 18:09:39.734305
2901,84,143,2187,2025-02-03 18:09:39.734305
2902,36,116,422,2025-02-03 18:09:39.734305
2903,9,6,6700,2025-02-03 18:09:39.734305
2904,43,49,7047,2025-02-03 18:09:39.734305
2905,70,159,9536,2025-02-04 18:09:39.734305
2906,69,126,5659,2025-02-04 18:09:39.734305
2907,39,32,2847,2025-02-04 18:09:39.734305
2908,80,160,9040,2025-02-04 18:09:39.734305
2909,85,82,4392,2025-02-04 18:09:39.734305
2910,46,138,8994,2025-02-05 18:09:39.734305
2911,11,7,6765,2025-02-05 18:09:39.734305
2912,52,120,714,2025-02-05 18:09:39.734305
2913,100,121,8032,2025-02-05 18:09:39.734305
2914,78,152,2364,2025-02-05 18:09:39.734305
2915,74,159,6751,2025-02-06 18:09:39.734305
2916,54,71,9398,2025-02-06 18:09:39.734305
2917,61,105,3681,2025-02-06 18:09:39.734305
2918,4,66,2934,2025-02-06 18:09:39.734305
2919,51,137,8950,2025-02-06 18:09:39.734305
2920,63,122,5449,2025-02-06 18:09:39.734305
2921,52,98,4359,2025-02-06 18:09:39.734305
2922,98,150,2895,2025-02-06 18:09:39.734305
2923,91,181,3671,2025-02-06 18:09:39.734305
2924,88,37,9124,2025-02-07 18:09:39.734305
2925,40,187,7674,2025-02-07 18:09:39.734305
2926,16,140,6081,2025-02-07 18:09:39.734305
2927,8,135,9621,2025-02-07 18:09:39.734305
2928,40,187,5406,2025-02-07 18:09:39.734305
2929,92,159,7002,2025-02-07 18:09:39.734305
2930,32,72,3387,2025-02-08 18:09:39.734305
2931,66,21,6792,2025-02-08 18:09:39.734305
2932,84,138,4729,2025-02-08 18:09:39.734305
2933,79,19,3785,2025-02-08 18:09:39.734305
2934,40,158,2577,2025-02-08 18:09:39.734305
2935,41,136,941,2025-02-08 18:09:39.734305
2936,34,127,1697,2025-02-08 18:09:39.734305
2937,91,133,6045,2025-02-08 18:09:39.734305
2938,100,10,8646,2025-02-09 18:09:39.734305
2939,12,34,4180,2025-02-09 18:09:39.734305
2940,54,61,2149,2025-02-09 18:09:39.734305
2941,66,192,9732,2025-02-09 18:09:39.734305
2942,17,151,9538,2025-02-09 18:09:39.734305
2943,10,95,456,2025-02-10 18:09:39.734305
2944,21,113,3851,2025-02-10 18:09:39.734305
2945,31,61,130,2025-02-10 18:09:39.734305
2946,23,102,1228,2025-02-10 18:09:39.734305
2947,74,90,9969,2025-02-10 18:09:39.734305
2948,82,75,7685,2025-02-11 18:09:39.734305
2949,56,140,1685,2025-02-11 18:09:39.734305
2950,93,66,6097,2025-02-11 18:09:39.734305
2951,24,112,6395,2025-02-11 18:09:39.734305
2952,86,137,337,2025-02-11 18:09:39.734305
2953,89,174,7224,2025-02-11 18:09:39.734305
2954,23,100,4136,2025-02-12 18:09:39.734305
2955,27,149,4319,2025-02-12 18:09:39.734305
2956,74,102,4965,2025-02-12 18:09:39.734305
2957,43,199,3226,2025-02-12 18:09:39.734305
2958,67,121,427,2025-02-12 18:09:39.734305
2959,15,100,3707,2025-02-13 18:09:39.734305
2960,40,80,4430,2025-02-13 18:09:39.734305
2961,58,125,8421,2025-02-13 18:09:39.734305
2962,81,88,6573,2025-02-13 18:09:39.734305
2963,15,127,6874,2025-02-14 18:09:39.734305
2964,39,32,5605,2025-02-14 18:09:39.734305
2965,79,126,1591,2025-02-14 18:09:39.734305
2966,26,5,794,2025-02-14 18:09:39.734305
2967,82,56,8591,2025-02-15 18:09:39.734305
2968,13,39,2822,2025-02-15 18:09:39.734305
2969,7,62,4295,2025-02-15 18:09:39.734305
2970,49,3,1938,2025-02-15 18:09:39.734305
2971,21,125,6789,2025-02-15 18:09:39.734305
2972,27,142,2976,2025-02-15 18:09:39.734305
2973,73,89,6450,2025-02-15 18:09:39.734305
2974,89,146,6843,2025-02-15 18:09:39.734305
2975,66,146,8749,2025-02-16 18:09:39.734305
2976,62,90,3964,2025-02-16 18:09:39.734305
2977,37,111,5976,2025-02-16 18:09:39.734305
2978,97,144,1060,2025-02-16 18:09:39.734305
2979,53,116,8215,2025-02-16 18:09:39.734305
2980,44,159,5812,2025-02-17 18:09:39.734305
2981,28,182,6269,2025-02-17 18:09:39.734305
2982,63,155,7317,2025-02-17 18:09:39.734305
2983,8,152,3939,2025-02-17 18:09:39.734305
2984,25,130,8223,2025-02-17 18:09:39.734305
2985,20,21,9868,2025-02-17 18:09:39.734305
2986,53,157,3873,2025-02-17 18:09:39.734305
2987,14,100,8028,2025-02-17 18:09:39.734305
2988,4,128,4640,2025-02-17 18:09:39.734305
2989,91,13,908,2025-02-18 18:09:39.734305
2990,62,134,7817,2025-02-18 18:09:39.734305
2991,75,112,7550,2025-02-18 18:09:39.734305
2992,19,147,5594,2025-02-18 18:09:39.734305
2993,62,120,9330,2025-02-18 18:09:39.734305
2994,27,6,4056,2025-02-18 18:09:39.734305
2995,68,149,9003,2025-02-18 18:09:39.734305
2996,26,143,4153,2025-02-19 18:09:39.734305
2997,32,200,1085,2025-02-19 18:09:39.734305
2998,74,123,4449,2025-02-19 18:09:39.734305
2999,98,144,3051,2025-02-20 18:09:39.734305
3000,75,137,4327,2025-02-20 18:09:39.734305
3001,55,129,5502,2025-02-20 18:09:39.734305
3002,91,192,5207,2025-02-21 18:09:39.734305
3003,62,137,4553,2025-02-21 18:09:39.734305
3004,92,118,2588,2025-02-21 18:09:39.734305
3005,48,131,1385,2025-02-22 18:09:39.734305
3006,50,157,7847,2025-02-22 18:09:39.734305
3007,90,122,4005,2025-02-22 18:09:39.734305
3008,75,142,3830,2025-02-22 18:09:39.734305
3009,72,10,7279,2025-02-22 18:09:39.734305
3010,43,79,517,2025-02-22 18:09:39.734305
3011,61,142,4167,2025-02-23 18:09:39.734305
3012,30,10,9319,2025-02-23 18:09:39.734305
3013,58,83,6899,2025-02-23 18:09:39.734305
3014,100,37,2966,2025-02-23 18:09:39.734305
3015,51,147,9895,2025-02-23 18:09:39.734305
3016,39,188,1870,2025-02-23 18:09:39.734305
3017,24,109,6740,2025-02-23 18:09:39.734305
3018,7,124,5295,2025-02-23 18:09:39.734305
3019,2,62,5786,2025-02-24 18:09:39.734305
3020,44,121,1067,2025-02-24 18:09:39.734305
3021,38,179,8076,2025-02-24 18:09:39.734305
3022,58,88,4694,2025-02-24 18:09:39.734305
3023,31,43,2495,2025-02-24 18:09:39.734305
3024,20,192,7364,2025-02-24 18:09:39.734305
3025,44,154,3609,2025-02-24 18:09:39.734305
3026,7,160,1331,2025-02-24 18:09:39.734305
3027,50,151,6085,2025-02-24 18:09:39.734305
3028,16,11,4000,2025-02-24 18:09:39.734305
3029,50,111,3457,2025-02-24 18:09:39.734305
3030,62,128,9464,2025-02-25 18:09:39.734305
3031,46,197,6366,2025-02-25 18:09:39.734305
3032,44,139,400,2025-02-25 18:09:39.734305
3033,35,105,8048,2025-02-25 18:09:39.734305
3034,59,191,9974,2025-02-25 18:09:39.734305
3035,60,155,992,2025-02-25 18:09:39.734305
3036,6,142,629,2025-02-25 18:09:39.734305
3037,40,66,1818,2025-02-25 18:09:39.734305
3038,53,93,7488,2025-02-26 18:09:39.734305
3039,56,93,8775,2025-02-26 18:09:39.734305
3040,28,156,795,2025-02-26 18:09:39.734305
3041,28,132,7969,2025-02-26 18:09:39.734305
3042,63,136,704,2025-02-26 18:09:39.734305
3043,31,78,7747,2025-02-26 18:09:39.734305
3044,20,129,597,2025-02-26 18:09:39.734305
3045,71,148,7506,2025-02-27 18:09:39.734305
3046,5,171,953,2025-02-27 18:09:39.734305
3047,62,148,4658,2025-02-27 18:09:39.734305
3048,81,133,3716,2025-02-27 18:09:39.734305
3049,9,7,9613,2025-02-27 18:09:39.734305
3050,18,128,1862,2025-02-27 18:09:39.734305
3051,7,154,5382,2025-02-27 18:09:39.734305
3052,69,70,6543,2025-02-28 18:09:39.734305
3053,60,160,9915,2025-02-28 18:09:39.734305
3054,78,146,490,2025-02-28 18:09:39.734305
3055,54,66,297,2025-02-28 18:09:39.734305
3056,49,38,4153,2025-02-28 18:09:39.734305
3057,54,180,4966,2025-02-28 18:09:39.734305
3058,9,36,4401,2025-02-28 18:09:39.734305
3059,8,120,952,2025-02-28 18:09:39.734305
3060,84,5,4923,2025-02-28 18:09:39.734305
3061,22,182,3717,2025-02-28 18:09:39.734305
3062,60,140,1794,2025-02-28 18:09:39.734305
3063,95,165,532,2025-02-28 18:09:39.734305
3064,48,159,1242,2025-02-28 18:09:39.734305
3065,85,91,8094,2025-02-28 18:09:39.734305
3066,95,193,8955,2025-03-01 18:09:39.734305
3067,44,106,8687,2025-03-01 18:09:39.734305
3068,39,19,1968,2025-03-01 18:09:39.734305
3069,69,138,3413,2025-03-01 18:09:39.734305
3070,92,123,2033,2025-03-01 18:09:39.734305
3071,53,111,1470,2025-03-01 18:09:39.734305
3072,80,145,169,2025-03-01 18:09:39.734305
3073,18,78,849,2025-03-01 18:09:39.734305
3074,83,27,5821,2025-03-01 18:09:39.734305
3075,15,108,8793,2025-03-01 18:09:39.734305
3076,7,72,6028,2025-03-01 18:09:39.734305
3077,88,150,6384,2025-03-01 18:09:39.734305
3078,94,16,9169,2025-03-02 18:09:39.734305
3079,63,3,5128,2025-03-02 18:09:39.734305
3080,69,72,8843,2025-03-02 18:09:39.734305
3081,26,147,2712,2025-03-02 18:09:39.734305
3082,82,187,7063,2025-03-02 18:09:39.734305
3083,20,183,6996,2025-03-02 18:09:39.734305
3084,79,20,5379,2025-03-02 18:09:39.734305
3085,87,160,9532,2025-03-02 18:09:39.734305
3086,38,176,3053,2025-03-02 18:09:39.734305
3087,95,140,6449,2025-03-02 18:09:39.734305
3088,95,162,5765,2025-03-03 18:09:39.734305
3089,73,129,2381,2025-03-03 18:09:39.734305
3090,78,149,4773,2025-03-03 18:09:39.734305
3091,100,130,7795,2025-03-03 18:09:39.734305
3092,48,93,8836,2025-03-03 18:09:39.734305
3093,41,138,6421,2025-03-04 18:09:39.734305
3094,36,90,9514,2025-03-04 18:09:39.734305
3095,99,34,7812,2025-03-04 18:09:39.734305
3096,4,66,2547,2025-03-04 18:09:39.734305
3097,25,139,5757,2025-03-04 18:09:39.734305
3098,85,125,9302,2025-03-04 18:09:39.734305
3099,94,147,9312,2025-03-04 18:09:39.734305
3100,12,12,2937,2025-03-04 18:09:39.734305
3101,36,82,6403,2025-03-05 18:09:39.734305
3102,82,172,6131,2025-03-05 18:09:39.734305
3103,68,145,6173,2025-03-05 18:09:39.734305
3104,98,118,5475,2025-03-05 18:09:39.734305
3105,19,192,2087,2025-03-05 18:09:39.734305
3106,38,137,1276,2025-03-06 18:09:39.734305
3107,57,139,7743,2025-03-06 18:09:39.734305
3108,91,135,4667,2025-03-06 18:09:39.734305
3109,81,157,2175,2025-03-06 18:09:39.734305
3110,88,128,9063,2025-03-06 18:09:39.734305
3111,93,74,9555,2025-03-06 18:09:39.734305
3112,84,128,3286,2025-03-06 18:09:39.734305
3113,13,37,343,2025-03-06 18:09:39.734305
3114,53,152,9322,2025-03-06 18:09:39.734305
3115,87,44,6210,2025-03-07 18:09:39.734305
3116,9,22,9438,2025-03-07 18:09:39.734305
3117,84,185,8684,2025-03-07 18:09:39.734305
3118,82,63,7228,2025-03-07 18:09:39.734305
3119,20,31,6933,2025-03-07 18:09:39.734305
3120,93,167,820,2025-03-08 18:09:39.734305
3121,38,24,126,2025-03-08 18:09:39.734305
3122,66,5,512,2025-03-08 18:09:39.734305
3123,54,56,674,2025-03-08 18:09:39.734305
3124,85,135,3381,2025-03-09 18:09:39.734305
3125,88,125,7878,2025-03-09 18:09:39.734305
3126,22,140,7096,2025-03-09 18:09:39.734305
3127,38,165,6874,2025-03-09 18:09:39.734305
3128,51,1,9891,2025-03-09 18:09:39.734305
3129,94,15,224,2025-03-09 18:09:39.734305
3130,23,81,5175,2025-03-09 18:09:39.734305
3131,19,48,3859,2025-03-10 18:09:39.734305
3132,45,198,3016,2025-03-10 18:09:39.734305
3133,11,21,3114,2025-03-10 18:09:39.734305
3134,62,104,2585,2025-03-10 18:09:39.734305
3135,40,163,4273,2025-03-10 18:09:39.734305
3136,81,145,4391,2025-03-10 18:09:39.734305
3137,46,43,3461,2025-03-11 18:09:39.734305
3138,61,86,236,2025-03-11 18:09:39.734305
3139,33,87,857,2025-03-11 18:09:39.734305
3140,83,169,1575,2025-03-11 18:09:39.734305
3141,3,68,2788,2025-03-11 18:09:39.734305
3142,100,145,3311,2025-03-11 18:09:39.734305
3143,33,148,3930,2025-03-11 18:09:39.734305
3144,67,130,3370,2025-03-11 18:09:39.734305
3145,96,88,7285,2025-03-11 18:09:39.734305
3146,54,70,646,2025-03-11 18:09:39.734305
3147,34,121,632,2025-03-11 18:09:39.734305
3148,58,126,2543,2025-03-11 18:09:39.734305
3149,34,157,7453,2025-03-11 18:09:39.734305
3150,26,135,1895,2025-03-11 18:09:39.734305
3151,100,146,9581,2025-03-12 18:09:39.734305
3152,79,39,5734,2025-03-12 18:09:39.734305
3153,16,158,4240,2025-03-12 18:09:39.734305
3154,56,135,6107,2025-03-12 18:09:39.734305
3155,64,129,3672,2025-03-12 18:09:39.734305
3156,9,18,5624,2025-03-12 18:09:39.734305
3157,99,159,4045,2025-03-12 18:09:39.734305
3158,27,147,1781,2025-03-12 18:09:39.734305
3159,88,26,3536,2025-03-12 18:09:39.734305
3160,12,194,1768,2025-03-12 18:09:39.734305
3161,26,126,7243,2025-03-13 18:09:39.734305
3162,53,127,3413,2025-03-13 18:09:39.734305
3163,84,13,7557,2025-03-13 18:09:39.734305
3164,6,124,643,2025-03-14 18:09:39.734305
3165,82,188,5517,2025-03-14 18:09:39.734305
3166,12,161,2399,2025-03-14 18:09:39.734305
3167,35,91,1108,2025-03-14 18:09:39.734305
3168,33,154,2937,2025-03-14 18:09:39.734305
3169,99,27,3064,2025-03-14 18:09:39.734305
3170,41,146,5030,2025-03-15 18:09:39.734305
3171,24,120,2877,2025-03-15 18:09:39.734305
